AR_NUMBER,AR_PRIORITY,AR_SEVERITY,PRIORITY_SEVERITY,CONCAT_TEXT_FOR_WKS
390135,NCAQ,3,NCAQ:3,zinc tk content may expend fw zinc concentration trend steadily since response lower zinc value flow rate zinc tk raise gpm current value gpm steady trend fw zinc indicate depleted zinc pellet zinc tk may completely expend total kg zinc add zinc skid r project last r calculate usage base average fw zinc concentration fw flow kg cause additional zinc use unknown time wo add depleted zinc already plan ready work however code r work order recode daily schedule appropriately require planning add clearance order task increase scope include removal column vessel head basket inspection determine remain inventory depleted zinc per omm section sufficient amount zinc add upon reassembly last r preclude need perform work r note scaffold already build work order preparation outage informed chemistry supervision management
387589,NCAQ,4,NCAQ:4,nalco leak cwph nalco leak stainless piping thru wall leak downstream cf v cf inlet tsw weir b pump isolated area inform chem erp inform mcr initiate cr wr
393215,CAQ,C,CAQ:C,revise ts table note e revise ts table note e delete reference lco auac source shutdownau change include part tech spec change adopt tstf approve amendment mode requirement remove ts thus reference lco also remove relevant mode instrumentation requirement relocate ts loca time delay relay not include ts eccs initiation requirement mode revise automatic initiation manual initiation result relay not require support operability tr mode confirm part validation tstf amendment change include autstf follow upau amendment assign ar lic discuss operation cr inprog move approved assign sro ops review
394169,CAQ,D,CAQ:D,breaker e mcca not function perform clean inspect e mccc attempt restore breaker find position breaker would slowly return back open postion close breaker leave open position find close leave breaker open position informed supervisor
387979,NCAQ,4,NCAQ:4,sa rv lift water come rwcu vb work mechanic notice increased noise room get progressively bad last hour noise appear come sa rv rapidly cycle water come outlet piping drain scupper rv may need review replacement figure lift time may impact rwcu dm clearance lift notify supervisor rw control room
384895,NCAQ,4,NCAQ:4,gma fn motor foot crack sheave pulley replacement gma fn wr note two four motor foot crack also ground strap motor frame break gma fn return service run smoothly not indication near term failure intent cr wr plan work order future motor replacement warrant notify fin electrical supervisor gma fn nsr quality class g crit r equip
401580,CAQ,D,CAQ:D,malfunction ids malfunction ids contact security x detail compensatory measures initiate security supervision notified maintenance notified
400782,NCAQ,4,NCAQ:4,fail cool tower temperature element various cool tower temperature element associate conduit support fail need replacement failure due corrosion carbon steel component near waterline upper distribution deck temperature element run failure component use monitor system health thermal performance
401916,CAQ,D,CAQ:D,hole fp pb pump casing quarter half dollar size hole find pump casing fp pb monitoring trending pump identify issue pump develop adequate pressure hole find th stage impaellar likely cause degradation picture place edms folder parent ar write cr tracking trending fp pb repalce new pump motor wo no action cr cr write document find condition fp pb service find hole not currently affect functionality pump recommend close trend grade level cwph
387151,NCAQ,3,NCAQ:3,sop hvac wch fill step delete sop hvac wch fill step delete since oil cooler not separate cooling new modify wch cra wch v closed cap reference rev
387771,CAQ,C,CAQ:C,shield work order instruction not follow shielding hang fpc line without require clearance line inch line fpc drain dryer separator pit work order task sequence clearance order hang prior shielding instal work instruction not accurately follow notify shift manager rad ops supervisor rmc supervisor operation initiate action hand clearance order station stand conduct see edms
394446,CAQ,C,CAQ:C,rcic dt gasket material oil pump gear perform wo inspect oil pump gear housing foreign material due recent oe river bend observe permatex transfer drive gear no material drive gear material light removal show no degradation drive gear notify engineering supervisor write condition report picture uploaded edms
396080,NCAQ,3,NCAQ:3,west end house keeping west end housekeeping not satisfactory multiple work progress sign work perform r complete however sign trash temporary lighting scaffold platform remain place informed supervision maintenance
393401,NCAQ,3,NCAQ:3,rll eccs check ist surveillance scheduling five full flow injection surveillance require perform refuel outage see list osp lpcs ist r osp hpcs ist r osp rhr ist r osp rhr ist r osp rhr ist r surveillance usually schedule enter mode flush associate rpv nozzle reduce dose rate however surveillance not close step record completion llrt test check valve not complete associated divisional window start model work order ist check valve test xx task create perform partial surveillance check valve injection test front outage schedule rest surveillance divisional window change improve predictability not five surveillance remain open week ride schedule action complet
387759,NCAQ,3,NCAQ:3,increase cycling tmu lcva cycling frequency tmu lcva gradually increase past two month month lead increase cycling tmu flow typically cycle eight hour period gradually increase rate one cycle every five hour see edms plot cycling tmu lcva create frequent change head pressure promote torsional fatigue failure tmu pump shaft therefore minimize possible recommend tmu lica tune reduce tmu lcva cycling frequency overshoot recommend assignment ar sebop update imds tmu lica new tuning parameter work complete despite change tmu flow fluctation frequency automatic controller continue maintain cw basin level within relatively tight band within setpoint issue not represent concern cw basin level management
393185,NCAQ,4,NCAQ:4,dg governor oil loos dg governor oil loos oil read midline mark low spec midline high sight gauge high spec informed crs sss indicator actually read low level mark approx new dg governor gage glass large dg dg glass mid point actually much high dg no degraded condition governor oil level correct value hpcs governor oil gauge
401606,NCAQ,3,NCAQ:3,cpr tkb resin total question transfer resin cpr tkb follow para meter note level tank gallons resin tank list cuft tank recirce approx minute resin transfer start resin stream cask show no color indication resin appear water level cpr tkb slowly transfer cask low level alarm trip pump occur level resin cask best guess cubic foot since well measure ruler instal cask would leave total cubic foot cpr tkb believe amount resin tank far less base amount resin deposit cask volume water transfer please evaluate instruct log change appropriate discuss indication combine input thecalculated cpr tkb resin level
396812,NCAQ,3,NCAQ:3,main turbine bear vibration exceed mil saturday morning steady state vibration main turbine bear reach mil trend still slowly rise threshold trigger next action point odmi increase monitoring bear vibration hourly capture cro temporary log notify management via weekend production phone call plan need downpower perform balance shot main turbine
402221,NCAQ,3,NCAQ:3,state fm failed emergency egress lights exit sign state fire marshal perform random test battery backup emergency egress light exit sign inspection several unit find battery not function light normally test monthly additional annual battery suspect not model work order list recommend assignment ar facil emergency light exit sign mark specific epn ensure craft verify procedure complete full every unit test require wr write identify unit fix b multiple exit sign b two exit sign b two emergency egress light
397775,NCAQ,4,NCAQ:4,site power outage cause enoc lose power power outage apel mpf cdc building august th approximately p p outage cause fail connector city richland transformer contacted city richland determine cause coordinate building tenant make proper chain command notification contacted fire department respond cdc fire panel alarm facilities fire department personel reset fire panel coordinate facilities make sure back generator work emergency system functional power come back make proper notification tenant managment facility perform additional walkdown make sure building system come back functional no issue identify
388289,NCAQ,4,NCAQ:4,receive oscillograph start alarm alarm due j sensor kv neutral ground j sensor reset e tr e tr b voltage indicate hp kv kv respectively bpa dittmer report single phase ashe marion kv line relay back no ras initiate plant controller equipment exhibit normal operation
384711,CAQ,C,CAQ:C,fsa pir issue logs not identify cr pir self assessment objective validate issue identify address appropriately timely manner commensurate safety significance review sample operator logs daysao worth past quarter ensure identify issue enter cap example nlogslco open lcssrv position description problem surveillance isp ms go late surveillance meet lcs sr table function pm enter lcs b cms annulus ave temp great degree pm receive hp c transformer tr trouble alarm dispatch ops investigate ops report trouble loss oil flow pump group fan enter abn transformer pm received hp c transformer tr trouble alarm dispatch ops investigate ops report trouble cooler failure position enter abn transformer receive ground alarm sl c mcb mcp ops reset per arp inspect mc nothing abnormal find ops report kv ocb air pressure slow no obvious sign leakage system malfunction air compressor start investigation air pressure reach pm panel door gasket wma ada find degrade upon opening breach wma ada update major per ppm major breach not restore within minute require entry ts b enter ts b ts b complete action go replace door gasket gasket stage purpose reference wo no cr reference wo either discuss sa team validate information initiate cr recommend sev c operationssee list example body cr text plant issue document log not reference cr search database determine cr exist issue several case no cr could find identify issue case
392990,NCAQ,4,NCAQ:4,toa dpica walk wr investigation determine pm toadptalci need perform potential corrective maintenance notified supervisor
393704,NCAQ,4,NCAQ:4,qa not phase protection scheme find hang part walkdown main control room quality auditor identify hp panel rhr b rhr c logic panel not protect per phase shutdown safety plan addition protection scheme find not hang mcb mcba room operation immediately rehung protection scheme no work know occur equipment potential however work auprotectedau equipment impact reliability shutdown cooling shutdown safety plan manager verify protection scheme hang include location day no know direction lift protection scheme cause protection scheme lift know discuss shift manager shutdown safety plan manager verified protection scheme hung
394771,CAQ,D,CAQ:D,ms vc closing stroke time outside limit ms vc closing stroke time second meet operability requirement osp ms ist q stroke time could not adjust meet second requirement ppm wo nonerb steam tunnel
385493,NCAQ,3,NCAQ:3,wano evaluation ai fall protection gear around equipment wano walkdown following issue identify fall protection equipment leave cart leave manner could result damage equipment recommend assignment reactor maintenance area owner ar rxmaint rx ao near roa hva suction valve
398709,NCAQ,3,NCAQ:3,procedure enhancement osp rhr osp rhr rhr drop test wherein keep fill pump turn system pressure degradation rate monitor time starting service water prior conduct drop test would skew result significantly run service water cool rhr hx tend lower rhr system pressure recommend step add ensure sw pa run least two hour prior commence drop test note issue also apply rhr b drop test
386694,NCAQ,4,NCAQ:4,damaged electrical outlet turbine bldg lpec plug electrical outlet damage top half receptacle break not usable electrical outlet door c electrical chase c control room write cr work request suggest electricans replace outlet asap lpec electrical outlet
392314,NCAQ,3,NCAQ:3,spill outside bldg small spill epoxy occur outside bldg near c van environmental regulatory programs erp alert spill complete walkdown discover waste spill dumpster outside building process notify erp spill occur gbp env disposal waste gbp env not follow spill clean qualified personnel dispose properly unclear clean spill proper qual time material unknown may require testing appropriate disposal erp complete walkdown determine spill not reportable waste remove dumpster transfer bldg analysis discuss issue erp manager supervisor write cr
389709,NCAQ,4,NCAQ:4,sa fn belt degrade belt ready break belt replace lw tell supervisor notify mcr sa compressor
395129,NCAQ,4,NCAQ:4,r schedule logic duration schedule logic duration start mt seal oil system exciter end swing check preparation misunderstood implementation original schedule duration hour start clearance lift mt oil mt seal oil system run state require perform exciter end eccentricity measurment one enhancement shorten duration would clarify seal oil scw p requirement expect system response scw system not yet run main generator fill air not h co
395651,NCAQ,3,NCAQ:3,rfw dta rfw dtb oil filter pm need pmt perform maintenance fltab feed water system cd b feed water system no post maintenance testing either system filter issue past leakage around top gasket area require torque pmt task create mechanic work operation startup system allow torque stop identify leakage also figure maximum torque allowable new style gasket use notify control room planning issue notify supervisor recommend planning add pmt task filter unit
385797,CAQ,D,CAQ:D,door c not meet criterion ppm perform ppm find gap great contacted supervisor fire protection
387483,NCAQ,3,NCAQ:3,p hs increase noise hydrogen side seal oil pump p hs hydrogen side seal oil pump develop cyclic knocking sound vibration reading take pump motor determine pump degrade replace increase noise not excessive noticable seal oil system operate hydrogen side pump service no concern seal oil system failure operation without hydrogen side pump result deacrease hydrogen purity discuss crs shift manager
392652,CAQ,D,CAQ:D,hpcs v slow packing leak valve part around packing follower hpcs v rusty drop water hang valve indicative slow leak please investigate repair notified smgt write cr rb hpcs room nrc identified
386936,NCAQ,3,NCAQ:3,emergency stop occur lp lobe alteration machining nov vendor provide notification unexpected machining event occur perform lobe alteration lp rotor remove ms dta r rotor serial number te event automatic emergency stop side entry mill machine machine middle lug groove gen end l blade groove automatic stop safety feature machine condition isolate rotor vendor facility not currently service plant equipment refurbishment complete rotor slate installation r vendor perform follow immediate action vendoraos maintenance team investigate input signal automatic trip tool remove machine order remove least impact vendor chart small irregularity point tool stop vendoraos engineering department evaluate impact irregularity repair method locate vendor facility
396873,NCAQ,3,NCAQ:3,cmr modiifed status cr initiate per procedure five cmr modify status calculation
386935,NCAQ,4,NCAQ:4,computer point l find tolerance performance isp sw xb wo computer point l find tolerance low cardinal point per step b note cover sheet initiate work request mcr
389989,NCAQ,4,NCAQ:4,pwc sew eye wash fail perform safety eyewash check pwc sew observe safety shower work neither side eyewash not ice ball size softball form around right eyewash nozzle ice remove green plastic eyewash nozzle break temporary eyewash station place acid pump inside cwph inform crs write cr
402192,NCAQ,4,NCAQ:4,nlorq biennial requal write exam failure one non licensed operator fail biennial write exam administer remediation iaw tdi tdi de certify individual pqd notify operations operations training management recommend severity level
395986,NCAQ,4,NCAQ:4,cf pa dirty oil cf pa oil appear contaminat float surface write cr wr
387234,CAQ,D,CAQ:D,doe eoc radio not work doe report radio eoc federal building not work phone operable telecom expect fix tomorrow notified ep scc federal building
386795,NCAQ,4,NCAQ:4,nrc prm system text not date portal nrc resident question revision process radiation monitor system text sd appear portal j revision date portal show major rev minor rev document revision number date june status document show change current form system text not update new prm system description see cross referenced ar assignment tracking change system description
383726,NCAQ,4,NCAQ:4,cw cta operate inch overflow cool tower level directly link cw basin return level turn link individual cw bay level plus screen p currently maintain bay level high aid cw pc not seem normal pump amp cw basin low maintain level high precariously close overflow cw cta log high inch overflow event transient trip cw pump would likely overflow tower write cr elevate concern possibley evaluate put cw pc plant concern list
398300,NCAQ,3,NCAQ:3,dbai nrc no pmid rq ppm dbai team interview nrc inspection team note pmid rq apparently not exist ppm precaution limitation periodic inspection permanent scaffolding ppm precaution limitation periodic inspection long term scaffolding periodicity inspection state ppm yearly every month high radiation inaccessible area pmid rq need establish ensure ppm precautions limitations satisfied additionally pmid rq appear exist ppm precaution limitation monthly walkdown accessible scaffold every twenty four month high radiation inaccessible area scaffold however pmid rq actually appear address monthly inspection accessible scaffold apparent gap ppm precaution limitation also need close appear completion inspection happen due effort small number individual en scaffolders work without pm wo without pm wos likely exception yearly twenty four month periodicity specify ppm likely delta arena alara planning
386663,NCAQ,4,NCAQ:4,co vb leaking co vb suction strainer drain co pb currently leak drop min rate valve open chicago fit end leak come initiate cr tg e aux boiler room
391219,NCAQ,3,NCAQ:3,qa missed opportunity qa review ar crs write week june thru response observation make nrc flex program inspection determine quality miss opportunity identify issue not demonstrate excellence see edms entire evaluation quality evaluate potential process improvement discuss quality manager
390484,NCAQ,4,NCAQ:4,wire not label discover wire not label open pull station fp mps work work order cable termination instructions cti work package list label wire supervisor craft stop close pull station step add work package trace wire back smoke detector wire properly label contacted management planner
395216,NCAQ,4,NCAQ:4,additional work scope need asd drive testing problem statement resistance check across chill box es not include pmt testing asd drive check provide valuable information reliability asd system wo wo asd pmt task contacted supervisor notify engineering planningvr f asd bldg vr f asd bldg
395499,NCAQ,4,NCAQ:4,loc filter p high loc filter p high spec ops log high spec psid currently psid increase approximately psid shift informed supervision write cr
396980,NCAQ,3,NCAQ:3,contractor continue perform work without contract contractor continue perform work valid contract contractor not invoice work nearly year later realize however accrual make continue work begin contract expire work continue july contract expire close scs project team accrue expense however not receive invoice contractor call left message discuss invoice payment not make file intent affidavti wage pay public works requirement contract notify project team invoice issue contract issue new contract satisfy statutory requirement contractor satisfy requirement payment oof invoice make cr trend purpose assign ar esd no action require
390361,NCAQ,4,NCAQ:4,sss motorola radio deskset radio deskset comm desketb sss not work well difficult understand radio communication please fix replace cr writtencomm desketb sss office
393064,NCAQ,3,NCAQ:3,revise ppm step read auprotect system use satisfy step per ppm au step read auprotect system use satisfy step per ppm au
393275,NCAQ,4,NCAQ:4,request flow detector instal near tmu v request flow detector instal near tmu v instal last outage change make sop cw ops install use cw basin level tmu v r start cw basin level control via tmu v require tmu v multiple issue currently need additional way monitor flow get fix not able control cw basin level desire manner
389243,NCAQ,3,NCAQ:3,change design procedure require ball valve lock operation procedure require lock device instal bump hazard valve degree ball valve new system instal plant still use degree ball valve no instal lock device significant time resource spend ensure applicable ball valve lock use temporary device tie wrap chain brady lock device many ops man hours cr request design engineering update applicable procedure require degree ball valve call new design lock mechanism permanently instal valve lock plate pin cr new design go forward not request change already instal equipment new design far design process reasonably change point
393029,CAQ,D,CAQ:D,wo presure switch find tolerance performance wo switch cia psa find calibration limit tolerance switch psi tolerance adjust back acceptable calibration limit psi switch adjust back calibration limit cr write tracking purpose
388568,CAQ,C,CAQ:C,receive rx bldg stack critical failure receive reactor building stack critical failure drop prm ris display read auunable connect socket try connect au prm cp display also read auunable connect socket try reconnectau inform crs
393274,NCAQ,4,NCAQ:4,pipe leak next main condenser stream hd v discover wall pipe leak main condenser stream hd v leakage not isolate see edms leak normal water level open cr allow rx startup tracking modification
389712,NCAQ,3,NCAQ:3,qa ewp copy paste vulnerability qa sign within work document ewp process copy paste location initial date signature copy paste use feature within tablet well dataglance edit mode create vulnerability sign copy paste manner make appear activity perform not electronically copy sign would difficult detect dispute notified quality services supervisor ewp support
392914,NCAQ,3,NCAQ:3,r inconsistent guidance removal crd backfill ppm normal plant shutdown step direct removal continuous backfill system service per ppm osp rcs c rpv non critical cooldown surveillance step direct removal continuous backfill system recommend removal backfill remove osp rcs c avoid multiple procedure direct action ppm plant shutdown overarching procedure write cr drive procedure change change not require r
399071,NCAQ,4,NCAQ:4,scaffold fall protection tie perform initial hp survey scaffold aos tb ao west inadequate tie find scaffold tag au tie offau require able tie platform utilize tieback lanyard around white iron harness equip chance scaffold scaffold beam strap tie however not accessible ladder scaffold no visible designate tie point ladder access platform not adequately extend scaffold platform due platformsao proximity ceiling ladder position lack sufficient tie point traverse ladder platform extremely awkward hp supervisor notify condition scaffold safety personnel subsequently notify field show concern safety personnel recommend competent qualified person evaluate configuration scaffold potential tie point tie point ex beam strap self retract lifeline etc place around platform ladder greatly increase workersao safety access work scaffold tb west
395145,NCAQ,4,NCAQ:4,cond hx pmt ah manway leak identified performance wo tt cond hx pmt manway leak check cond manway ah leak ref
394956,NCAQ,3,NCAQ:3,qa sawing grind without ppe require ispm qa site support contractor ssc pipefitter not wear require personal protective equipment ppe saw grinding contrary ispm personal protective equipment ispm require goggle face shield saw grind operation create small particle get around regular safety glass worker eye however no injury notice observation requirement see full detail edms factual basis mid morning quality assurance qa auditor observe two ssc pipefitter use band see finish saw different inch metal beam qa auditor also observe one pipefitter grind inch metal beam auditor observe saw grind operation create small metal particle individual wear regular safety glass neither wear goggle face shield one saw individual grind wear face shield not wear goggle insight individual grind immediately accept coaching wear goggle go obtain goggle work order task wot package open work site require however not contain job hazard analysis jha not mention ispm not specify ppe use step require metal cut wot package asset suite print package no jha etc action take provide coaching pipefitter contact act ssc superintendent deficiency identify r outage quality surveillance sr quality recommend route ar mntssc williams plant services
391957,NCAQ,4,NCAQ:4,ec native file miss native file ec miss also case native file not match put ec e work ec contact locate miss incorrect file instance file find rest mean recreate file process not follow process state native drawing file store design work progress folder provide en design drafting lead per des dds des standard design process toolbox sharepoint process also state manual drawing scan autocad scan cal format ec file import autocad pdf make file unusable us enw e personnel cycle locate miss file enw personnel cycle recreate verify file rework file reconcille recommend ar cr trend
392549,CAQ,D,CAQ:D,isfsi pad mpc hole lower air intake screen isfsi pad mpc hole lower air intake screen screen position deg hole approximately inch x inch area write cr notify shift manager isfsi pad
401940,NCAQ,3,NCAQ:3,qa two rp procedure miss requirement track qa gen rpp gen rpp contain step satisfy regulatory requirement without requirement track contrary swp pro reference number protect future procedure change inadvertently delete step portion step satisfy regulatory requirement see edms detailed description identify deficiency radiation protection process control audit au rp rw informed quality radiation protection recommend assignment radiation protection
400138,CAQ,D,CAQ:D,suspect fail power supply hp annunciator panel receive follow alarm hp v diesel aux feeder trip vdc charger trouble hpcs dg engine clr flow low diesel oil storage tank level high low hpcs system ground v system undervoltage alarm coincident acrid electrical odor emanate within annunciator panel normal hpcs system voltage indicate hp meter no blown fuse identify ops report no abnormal condition locally hpcs switchgear area enter abn annunciator contingency monitoring action notify crs shift manager submit cr wr
387793,NCAQ,3,NCAQ:3,epn placard not identify valve correct ro placard outside tip mezzanine north side pipe chase room outdate need valve update reduce search valve waste dose rhr v not list tip mezzanine room room rhr v not list north side pipe chase room room high rad area need properly identify fix error likely situation suggest extent condition update sign reflect correct valve minimize look location high dose area notify main control room supervisor condition wr write update replace epn placard two label request submit need date fin agree install new label
397500,CAQ,D,CAQ:D,fail hepa testing ofma hfc testing ofma hepa system building result fail result ofma hfc wo fail test ofma hf wo fail test ofma hfh wo pass test filter require replacement filter date new work package need plan part order contacted ep notify ep equipment
392296,NCAQ,4,NCAQ:4,radio remote shutdown room find inoperable radio remote shutdown room find inoperable preventive maintenance radio desk set remote shut room radio transmitter find inoperable phone verify operable notify mcr ep scc recommend close cross referenced wr non essential communication equipment remote shutdown room
391761,NCAQ,3,NCAQ:3,suggest stop payment mt elev contract due failure mt elev multiple fault daily basis since installation equipment operator reset brake failure alarm several time shiift alarm immediatly come first attempt move car suggest contract elevator revieve failure perform promise stop payment fix fault write many time no action come elevator contractor already pay installation withholding payment not option point warranty clause method gain satisfaction performance elevator address project manager elevator installation
386053,NCAQ,3,NCAQ:3,design error identify rw elevator ec issue summary elevator installation vendor go newly instal fire alarm system discover fire alarm design not bring elevator compliance current washington state elevator code fire floor ao elevator suppose return ao fire ao elevator would go ao fire alarm design arrangement reverse en project team telephone fire alarm design vender ask design way not washington state code en tell several year ago en direct design fire alarm system configuration car would go ao rw control room fire brigade leader locate en project team direct fire alarm design vender redesign system bring compliance current washington state elevator code impact project budget cost itaos early redesign process understand whether impact project schedule assignment issue field change correct field condition no action require ar close
389354,NCAQ,3,NCAQ:3,finding follow dismantle lp turbine rotor te jan vendor provide notification finding discover follow partial dismantle lp turbine rotor serial number te rotor complete refurbishment process include high speed balance good result finding occur rotor prepare shipping include removal last two blade row end turbine l l row governor generator end three primary finding follow coupling hole mark ai one hole generator end couple find minor mark interior surface rotor overhang ai handful mark discover generator end overhang mark declare not reside critical surface vibrometer land journal surface not affect last stage blade root blade groove ai blade groove correspond blade root identify receive level damage l blade removal process location initially identify gov gen affected blade evaluate use condition describe cr relate piece equipment vendoraos facility not current plant operating equipment item ai vendoraos engineering department review finding recommend repair method accept result repair item vendoraos engineering department review finding recommend repair method accept result repair item ai vendoraos engineering department review finding recommend repair method repair implement rotor steeple aublue checksau perform accept final engineering acceptance pende serial number te remove ms dta place ms dtc r
396749,NCAQ,3,NCAQ:3,ppm enhancement ppm step require verify fp p ambient condition step also step mean step must complete sat surveillance pass verify component ambient condition not prerequisite component meet surveillance test requirement verify component ambient condition use means ensure unacceptable pre conditioning not take place comparison ppm step verify fp p ambient condition not step recommend remove reference step ppm
401400,NCAQ,4,NCAQ:4,safety concern mount device nrrpt plaque inadequate recently hang nrrpt plaque rp department crew meeting room yakima gsb crooked adjustment attempt realize relatively heavy plaque mount hang single screw head grrove particle board wear point no lip prevent fall wall mount make drywall flex could allow fall not unusual someone sit stand near wall especially morning plaque could fall onto someone sit stand near removed plaque wall place safe location robust method mount determine execute initiate cr attach work request yakima gsb rp departments crew meeting room
390939,NCAQ,4,NCAQ:4,pwc p circuit breaker not stay closed circuit breaker pwc p pwc cp appear trip button stick enough cause immediate breaker open close reference ar previous occurrence discover performance section sop pw ops crs electrical notify
392495,NCAQ,4,NCAQ:4,flex p trailer wiring harness not release brake flex p trailer wiring harness apply brake connect dump truck happen remove wiring harness able move trailer cwph basin need address since not normal condition notify supervisor main control room initiate condition report flex p delete flex equipment epn portalj system build
401035,NCAQ,4,NCAQ:4,hco w pinhole steam leak perform system walk radwaste building ao ft steam plume observe nsr steam trap hco w service hot instrument shop humidifier woa hu water collect floor cause water damage hot instrument shop wall issue equipment not technical specification lcs odcm safety relate augmented quality system structure component ssc relate call sss inform supervisor initiate work request catch basin instal leak repair
394780,CAQ,D,CAQ:D,r train supervisors data glance wo closure try add additional note comment look work perform r work already record find multiple miss signature inconsistant wo completion item find unnee document send record multiple instance signture miss document not know scope miss signature multiple one look issue print miss signture page one find sign send hard copy record
399916,CAQ,C,CAQ:C,mte find tolerance calcode agilent function generator model find oot adjust within spec def generate efin evaluate usage
397679,CAQ,D,CAQ:D,ids need maintenance ids not function design contact security ext detail comp place security notification make cr wr generate
388165,CAQ,D,CAQ:D,csp v yoke start back whilst operate csp v yoke start back whilst operate osp cont ist q stop infrome mcr recieve direction close csp v write wr cr observe lt th turn stop informed mcr close csp v engage wc org
396765,CAQ,D,CAQ:D,fp b b battery swelling positive terminal post push top case show slight bulge inform crs supervisor fire protection engineercirc water pump house
383695,CAQ,C,CAQ:C,sop slc sparge level sop slc sparge level section state authrottle open slc v approximately turn air sparge slc tk sa supply slc storage tank sparger au slc v not open enough representative chemistry sample valve need open turn back turn get enough mix get representative sample check valve wonaot open sufficiently isnaot open least turn back evidence last slc sample concentration lower average last year barely spec would significant leak slc tank value real sop slc sparge level section need say auopen slc v approximately turn throttle back turn air sparge slc tk sa supply slc storage tank sparger au notify mcr chemistry supervision specialist system engineerrx slc tank chemistry technician sample say could barely feel flow sparge pipe slc v experienced technician always ask operation open check another hour pass sample keep tank sparge another hour day
401632,NCAQ,4,NCAQ:4,rwcu va packing leak discover puddle water underneath rwcu va inside rw rwcu holdup pump rm gate gate post lhra ca rwcu dma backwash precoat end not active drip observe tonight wet around base valve puddle floor rwcr operator peer check valve epn tag volunteer initiate ar cr floor area directly outside gate verify kdpm pa las informed operations initiate ar cr rwcu va
392481,NCAQ,4,NCAQ:4,found time rps rly k mg found time rps rly k mg tolerance found second tolerance range second relay adjust per ppm left second relay sat notified supervisor op cr trend rps mg
391524,NCAQ,4,NCAQ:4,piece mte oot heise pressure calibrators model pte xt find oot adjust within specs suspend battery remove not use time eprom could likely lose calibration constants calcode def write calcode def write calcode def write calcode def write calcode def write calcode def write no action required none trending purpose
401216,NCAQ,4,NCAQ:4,work order step inappropriately mark not applicable review monthly tool crib survey rw note survey september could not find vsds monthly survey perform work order task complete september step state document result columbia generating station health physics survey map place copy survey map work order package contrary step inappropriately mark n neither portion step perform review work order history survey record vsds
400291,NCAQ,4,NCAQ:4,service building chiller need corrosion inhibitor addition gsb chiller need corrosion inhibitor addition sodium hydroxide add increase ph analysis perform put chiller ccw action level require correction within day leak valve sch va chemistry sample point roughly ml min need fix prior addition chemical not go drain see ar notified mcr chemistry supervision chemistry system specialistgsb basement sbchiler
396456,NCAQ,4,NCAQ:4,e ay tr caution appear e aytr provide caution alarm base co level transformer dga sampling purpose cr update co caution limit make consistent new main transformer co level change past no impact operation transformer change still within ieee c condtion limit co confirmatory manual dga sample obtain confirm value obtain kelman good value typically manual sample low kelman dga sample generated cr update kelman dga setting
390105,NCAQ,4,NCAQ:4,rra euh fan not run disconnect rra euh rx building truck bay energize andor air curtain fan start rra euh fan not run may blow fuse not relay temperature setting issue due rra euh fan run provide heat truck bay please investigate although not label start west end south row heater rra euh second fan south wall rx truck bay foot floor
399204,NCAQ,3,NCAQ:3,documentation cond vc need update aed prc r ems applicable particular set walworth valve e operator earlier identify operator cond vc cond v not e operator crane converto gear operator although cvi dwg cvi dwg update correct identify operator change aed prc r not update remove cond vc cond v page document today identify operator currently exist cond v also something e operator currently indicate cvi dwg photo attach edms ar cr exist operator cond v build update cvi dwg possibly also cvi omm aed prc r pg also update delete applicability epn cond v administrative issue no impact upon continue function operation epn associate system discrepancy cond v appear note part self not appear enter cap time resolution
393666,NCAQ,4,NCAQ:4,e disc tr not open sticker indication hang clearance order e cb cta r wo opening disconnect e disc tr note e disc tr not open sticker indication compare e disc tr new sticker need
401969,CAQ,D,CAQ:D,cms sr check voltage within rack appear rm cabinet neutral lose check fuse inside power filter assembly good close cms disc sr sw rack power come back suspect disconnect alignment discuss supervisor crs electrician investigate disconnect notified system engineer notified crs notify supervisor
386154,NCAQ,3,NCAQ:3,cathodic protection term box water inside cp rect cathodic protection terminal box cp rect test station locate outside south side sw pumphouse water inside terminal box show attach picture water appear collect result box associate concrete housing low point collect carry spray pond recommend drill weep hole bottom term box allow drain notifiied buried piping program engineeroutside south side swpmhse
390738,CAQ,D,CAQ:D,rea e sb power supply isp rea prm x find value rea e sb power supply tolerance read vdc desired value vdc vdc adjust desire value vdc per isp rea prm x initiate cr notify crs left value satisfactory
397065,NCAQ,4,NCAQ:4,oscillograph started alarm mcr receive oscillograph start alarm hp c ops report j sensor ai kv neutral ground overcurrent alarm trip able reset no abnormality find plant equipment vacuum breakers controllers inverters tr tr b voltage kv respectively bpa dittmer report watorma knight lomo hanford kv line trip lock believe due wild fire area bpa report no indication damage ras not initiate no significant frequency deviation
